group_name,group_level,strata_name,strata_level,window_name,variable,variable_type,variable_level,estimate_type,estimate,cdm_name,generated_by
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: BETA BLOCKING AGENTS, OTHER COMBINATIONS (21601738)",binary,NA,count,3,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: I.V. SOLUTIONS (21601153),binary,NA,count,404,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: ANESTHETICS, LOCAL (21604220)",binary,NA,count,1616,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: LIVER THERAPY, LIPOTROPICS (21600521)",binary,NA,count,32,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS (21602361)",binary,NA,count,4004,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: ANTIFUNGALS FOR SYSTEMIC USE (21601964),binary,NA,count,332,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: ANXIOLYTICS (21604564),binary,NA,count,8543,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: TETRACYCLINES (21602797),binary,NA,count,6575,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: UTEROTONICS (21602430),binary,NA,count,19,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: AMINOGLYCOSIDE ANTIBACTERIALS (21602990),binary,NA,count,361,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: DIRECT ACTING ANTIVIRALS (21603127),binary,NA,count,6166,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,"ATC 3rd: ACE INHIBITORS, COMBINATIONS (21601801)",binary,NA,count,1135,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: AMPHENICOLS (21602813),binary,NA,count,1,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: CALCIUM CHANNEL BLOCKERS AND DIURETICS (21601779),binary,NA,count,34,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: GONADOTROPINS AND OTHER OVULATION STIMULANTS (21602597),binary,NA,count,73,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: HORMONES AND RELATED AGENTS (21603813),binary,NA,count,637,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: INTESTINAL ANTIINFLAMMATORY AGENTS (21600651),binary,NA,count,2208,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: OTHER OPHTHALMOLOGICALS (21605125),binary,NA,count,870,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,"ATC 3rd: ANESTHETICS, LOCAL (21604220)",binary,NA,count,1352,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,"ATC 3rd: MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS (21604070)",binary,NA,count,963,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: MYDRIATICS AND CYCLOPLEGICS (21605058),binary,NA,count,140,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: SURGICAL AIDS (21605112),binary,NA,count,5,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: PROGESTOGENS (21602537),binary,NA,count,1864,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS (21603395)",binary,NA,count,2616,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: OTHER HEMATOLOGICAL AGENTS (21601226),binary,NA,count,60,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: ANABOLIC STEROIDS (21600915),binary,NA,count,15,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS (21601445),binary,NA,count,431,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: IMMUNOSTIMULANTS (21603849),binary,NA,count,283,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: DIGESTIVES, INCL. ENZYMES (21600698)",binary,NA,count,199,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,"ATC 3rd: CORTICOSTEROIDS FOR SYSTEMIC USE, COMBINATIONS (21602745)",binary,NA,count,23,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,"ATC 3rd: ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS (21602361)",binary,NA,count,3123,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,"ATC 3rd: MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS (21604091)",binary,NA,count,6057,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ANTIMIGRAINE PREPARATIONS (21604364),binary,NA,count,1399,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,"ATC 3rd: LIPID MODIFYING AGENTS, COMBINATIONS (21601898)",binary,NA,count,37,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: POTASSIUM-SPARING AGENTS (21601532),binary,NA,count,1593,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE (21601606),binary,NA,count,11758,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ANTINEMATODAL AGENTS (21604939),binary,NA,count,84,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: ANDROGENS (21602506),binary,NA,count,569,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO (21600810)",binary,NA,count,4696,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ULTRASOUND CONTRAST MEDIA (21605437),binary,NA,count,265,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES (21603728),binary,NA,count,173,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: ANTIINFECTIVES (21605188),binary,NA,count,2768,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS (21601745),binary,NA,count,6380,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: CARDIOVASCULAR SYSTEM (21605509),binary,NA,count,3,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: VITAMIN B12 AND FOLIC ACID (21601119),binary,NA,count,9745,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ANTIPSORIATICS FOR SYSTEMIC USE (21602044),binary,NA,count,54,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM (21604171),binary,NA,count,252,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: ALLERGENS (21605214),binary,NA,count,5,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: ANTIPROPULSIVES (21600642),binary,NA,count,507,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: OTHER RESPIRATORY SYSTEM PRODUCTS (21603531),binary,NA,count,1,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: PROPULSIVES (21600482),binary,NA,count,723,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE (21601606),binary,NA,count,13262,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: DRUGS FOR CONSTIPATION (21600532),binary,NA,count,4201,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ANTI-DEMENTIA DRUGS (21604792),binary,NA,count,325,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,"ATC 3rd: ANTIARRHYTHMICS, CLASS I AND III (21600248)",binary,NA,count,1998,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: OTHER OTOLOGICALS (21605180),binary,NA,count,38,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,"ATC 3rd: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC. (21602003)",binary,NA,count,1483,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE (21602318),binary,NA,count,77,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: GLYCOGENOLYTIC HORMONES (21602776),binary,NA,count,175,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: VASODILATORS USED IN CARDIAC DISEASES (21600315),binary,NA,count,1225,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: CICATRIZANTS (21601986),binary,NA,count,2,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: AMPHENICOLS (21602813),binary,NA,count,1,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS (21600128),binary,NA,count,1073,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: LIPID MODIFYING AGENTS, COMBINATIONS (21601898)",binary,NA,count,52,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION (21605204),binary,NA,count,1317,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: OTHER CARDIAC PREPARATIONS (21600360),binary,NA,count,1545,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ANTIADRENAL PREPARATIONS (21602748),binary,NA,count,27,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: SURGICAL AIDS (21605112),binary,NA,count,4,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,denominator,binary,NA,count,49646,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM (21602618),binary,NA,count,192,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ANTI-ACNE PREPARATIONS FOR SYSTEMIC USE (21602318),binary,NA,count,29,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS (21603366)",binary,NA,count,102,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: OTHER GYNECOLOGICALS (21602452),binary,NA,count,27,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,"ATC 3rd: CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS (21602143)",binary,NA,count,40,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: HORMONE ANTAGONISTS AND RELATED AGENTS (21603829),binary,NA,count,495,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: PARATHYROID HORMONES AND ANALOGUES (21602780),binary,NA,count,78,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ENZYMES (21601997),binary,NA,count,78,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS (21601745),binary,NA,count,4742,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: IMMUNOGLOBULINS (21601254),binary,NA,count,278,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM (21601848),binary,NA,count,11,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: MAGNETIC RESONANCE IMAGING CONTRAST MEDIA (21605418),binary,NA,count,1135,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ANABOLIC STEROIDS (21600915),binary,NA,count,3,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ANTIINFLAMMATORY AGENTS (21603616),binary,NA,count,1784,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,"ATC 3rd: MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS (21602968)",binary,NA,count,6669,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: HORMONE ANTAGONISTS AND RELATED AGENTS (21603829),binary,NA,count,758,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: IRON PREPARATIONS (21601078),binary,NA,count,402,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION (21600451),binary,NA,count,9,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: CHEMOTHERAPEUTICS FOR TOPICAL USE (21602073),binary,NA,count,839,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: OPIOIDS (21604254),binary,NA,count,11172,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC. (21602003)",binary,NA,count,1769,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: ANTIINFECTIVES (21603552),binary,NA,count,2284,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: BETA BLOCKING AGENTS (21601665),binary,NA,count,7486,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: OTHER BETA-LACTAM ANTIBACTERIALS (21602868),binary,NA,count,9892,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: HIGH-CEILING DIURETICS (21601516),binary,NA,count,2925,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: RENAL SYSTEM (21605462),binary,NA,count,11,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: OTHER RESPIRATORY SYSTEM PRODUCTS (21603531),binary,NA,count,4,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS (21601730)",binary,NA,count,60,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: DECONGESTANTS AND ANTIALLERGICS (21605071),binary,NA,count,932,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS (21604911),binary,NA,count,6,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ANTISPASMODICS IN COMBINATION WITH ANALGESICS (21600220),binary,NA,count,14,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: LIPID MODIFYING AGENTS, PLAIN (21601854)",binary,NA,count,13676,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: HYPOTHALAMIC HORMONES (21602709),binary,NA,count,63,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,"ATC 3rd: ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING (21600409)",binary,NA,count,377,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ANTICHOLINERGIC AGENTS (21604444),binary,NA,count,909,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,"ATC 3rd: ANTIADRENERGIC AGENTS, CENTRALLY ACTING (21600382)",binary,NA,count,491,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM (21602618),binary,NA,count,155,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: ANTIPROPULSIVES (21600642),binary,NA,count,394,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: PERIPHERAL VASODILATORS (21601561),binary,NA,count,83,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY (21602666),binary,NA,count,1746,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: OTHER HEMATOLOGICAL AGENTS (21601226),binary,NA,count,60,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-365 to -1,ATC 3rd: PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION (21604787),binary,NA,count,4,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
Cohort name,new_users_methotrexate,Overall,Overall,-365 to -1,ATC 3rd: DRUGS FOR TREATMENT OF TUBERCULOSIS (21603090),binary,NA,count,144,PHARMETRICS,DrugUtilisation_0.2.0_summariseCodelistATC
