cohort_definition_id,age_group,sex,days_prior_history,start_date,end_date,strata_cohort_definition_id,strata_cohort_name,number_records,number_subjects,reason_id,reason,excluded_records,excluded_subjects
6,20;39,Male,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
6,20;39,Male,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
6,20;39,Male,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
6,20;39,Male,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
6,20;39,Male,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
6,20;39,Male,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
6,20;39,Male,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
6,20;39,Male,365,2019-01-01,2022-06-01,NA,NA,6476176,6401320,8,Not Male,6991434,6910491
6,20;39,Male,365,2019-01-01,2022-06-01,NA,NA,1852228,1829692,10,No observation time available after applying age and prior history criteria,4623948,4571628
7,40;59,Both,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
7,40;59,Both,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
7,40;59,Both,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
7,40;59,Both,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
7,40;59,Both,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
7,40;59,Both,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
7,40;59,Both,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
7,40;59,Both,365,2019-01-01,2022-06-01,NA,NA,3958791,3916847,10,No observation time available after applying age and prior history criteria,9508819,9394964
8,40;59,Female,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
8,40;59,Female,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
8,40;59,Female,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
8,40;59,Female,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
8,40;59,Female,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
8,40;59,Female,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
8,40;59,Female,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
8,40;59,Female,365,2019-01-01,2022-06-01,NA,NA,6991434,6910491,8,Not Female,6476176,6401320
8,40;59,Female,365,2019-01-01,2022-06-01,NA,NA,2046509,2024885,10,No observation time available after applying age and prior history criteria,4944925,4885606
9,40;59,Male,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
9,40;59,Male,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
9,40;59,Male,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
9,40;59,Male,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
9,40;59,Male,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
9,40;59,Male,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
9,40;59,Male,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
9,40;59,Male,365,2019-01-01,2022-06-01,NA,NA,6476176,6401320,8,Not Male,6991434,6910491
9,40;59,Male,365,2019-01-01,2022-06-01,NA,NA,1912282,1891962,10,No observation time available after applying age and prior history criteria,4563894,4509358
10,60;79,Both,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
10,60;79,Both,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
10,60;79,Both,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
10,60;79,Both,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
10,60;79,Both,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
10,60;79,Both,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
10,60;79,Both,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
10,60;79,Both,365,2019-01-01,2022-06-01,NA,NA,3220897,3196879,10,No observation time available after applying age and prior history criteria,10246713,10114932
11,60;79,Female,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
11,60;79,Female,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
11,60;79,Female,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
11,60;79,Female,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
11,60;79,Female,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
11,60;79,Female,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
11,60;79,Female,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
11,60;79,Female,365,2019-01-01,2022-06-01,NA,NA,6991434,6910491,8,Not Female,6476176,6401320
11,60;79,Female,365,2019-01-01,2022-06-01,NA,NA,1722397,1709357,10,No observation time available after applying age and prior history criteria,5269037,5201134
12,60;79,Male,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
12,60;79,Male,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
12,60;79,Male,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
12,60;79,Male,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
12,60;79,Male,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
12,60;79,Male,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
12,60;79,Male,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
12,60;79,Male,365,2019-01-01,2022-06-01,NA,NA,6476176,6401320,8,Not Male,6991434,6910491
12,60;79,Male,365,2019-01-01,2022-06-01,NA,NA,1498500,1487522,10,No observation time available after applying age and prior history criteria,4977676,4913798
13,80;150,Both,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
13,80;150,Both,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
13,80;150,Both,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
13,80;150,Both,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
13,80;150,Both,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
13,80;150,Both,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
13,80;150,Both,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
13,80;150,Both,365,2019-01-01,2022-06-01,NA,NA,787375,785296,10,No observation time available after applying age and prior history criteria,12680235,12526515
14,80;150,Female,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
14,80;150,Female,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
14,80;150,Female,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
14,80;150,Female,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
14,80;150,Female,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
14,80;150,Female,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
14,80;150,Female,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
14,80;150,Female,365,2019-01-01,2022-06-01,NA,NA,6991434,6910491,8,Not Female,6476176,6401320
14,80;150,Female,365,2019-01-01,2022-06-01,NA,NA,472230,470872,10,No observation time available after applying age and prior history criteria,6519204,6439619
15,80;150,Male,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
15,80;150,Male,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
15,80;150,Male,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
15,80;150,Male,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
15,80;150,Male,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
15,80;150,Male,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
15,80;150,Male,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
15,80;150,Male,365,2019-01-01,2022-06-01,NA,NA,6476176,6401320,8,Not Male,6991434,6910491
15,80;150,Male,365,2019-01-01,2022-06-01,NA,NA,315145,314424,10,No observation time available after applying age and prior history criteria,6161031,6086896
16,0;150,Both,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
16,0;150,Both,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
16,0;150,Both,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
16,0;150,Both,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
16,0;150,Both,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
16,0;150,Both,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
16,0;150,Both,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
16,0;150,Both,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,10,No observation time available after applying age and prior history criteria,0,0
17,0;150,Female,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
17,0;150,Female,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
17,0;150,Female,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
17,0;150,Female,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
17,0;150,Female,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
17,0;150,Female,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
17,0;150,Female,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
17,0;150,Female,365,2019-01-01,2022-06-01,NA,NA,6991434,6910491,8,Not Female,6476176,6401320
17,0;150,Female,365,2019-01-01,2022-06-01,NA,NA,6991434,6910491,10,No observation time available after applying age and prior history criteria,0,0
18,0;150,Male,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,1,Starting population,NA,NA
18,0;150,Male,365,2019-01-01,2022-06-01,NA,NA,37145088,34808145,2,Missing year of birth,0,0
18,0;150,Male,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,3,Missing sex,1435,1298
18,0;150,Male,365,2019-01-01,2022-06-01,NA,NA,37143653,34806847,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
18,0;150,Male,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,5,No observation time available during study period,17514957,16022455
18,0;150,Male,365,2019-01-01,2022-06-01,NA,NA,19628696,18784392,6,Doesn't satisfy age criteria during the study period,0,0
18,0;150,Male,365,2019-01-01,2022-06-01,NA,NA,13467610,13311811,7,Prior history requirement not fulfilled during study period,6161086,5472581
18,0;150,Male,365,2019-01-01,2022-06-01,NA,NA,6476176,6401320,8,Not Male,6991434,6910491
18,0;150,Male,365,2019-01-01,2022-06-01,NA,NA,6476176,6401320,10,No observation time available after applying age and prior history criteria,0,0
