cohort_definition_id,age_group,sex,days_prior_history,start_date,end_date,strata_cohort_definition_id,strata_cohort_name,number_records,number_subjects,reason_id,reason,excluded_records,excluded_subjects
3,0;19,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
3,0;19,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,8,Not Male,0,0
3,0;19,Male,365,2019-01-01,2022-06-01,1,covid19,0,0,10,No observation time available after applying age and prior history criteria,1,1
4,20;39,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
4,20;39,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
4,20;39,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
4,20;39,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
4,20;39,Both,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
4,20;39,Both,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
4,20;39,Both,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
4,20;39,Both,365,2019-01-01,2022-06-01,1,covid19,0,0,10,No observation time available after applying age and prior history criteria,1,1
5,20;39,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
5,20;39,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
5,20;39,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
5,20;39,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
5,20;39,Female,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
5,20;39,Female,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
5,20;39,Female,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
5,20;39,Female,365,2019-01-01,2022-06-01,1,covid19,0,0,8,Not Female,1,1
5,20;39,Female,365,2019-01-01,2022-06-01,1,covid19,0,0,10,No observation time available after applying age and prior history criteria,0,0
6,20;39,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
6,20;39,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
6,20;39,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
6,20;39,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
6,20;39,Male,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
6,20;39,Male,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
6,20;39,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
6,20;39,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,8,Not Male,0,0
6,20;39,Male,365,2019-01-01,2022-06-01,1,covid19,0,0,10,No observation time available after applying age and prior history criteria,1,1
7,40;59,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
7,40;59,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
7,40;59,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
7,40;59,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
7,40;59,Both,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
7,40;59,Both,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
7,40;59,Both,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
7,40;59,Both,365,2019-01-01,2022-06-01,1,covid19,0,0,10,No observation time available after applying age and prior history criteria,1,1
8,40;59,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
8,40;59,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
8,40;59,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
8,40;59,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
8,40;59,Female,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
8,40;59,Female,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
8,40;59,Female,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
8,40;59,Female,365,2019-01-01,2022-06-01,1,covid19,0,0,8,Not Female,1,1
8,40;59,Female,365,2019-01-01,2022-06-01,1,covid19,0,0,10,No observation time available after applying age and prior history criteria,0,0
9,40;59,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
9,40;59,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
9,40;59,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
9,40;59,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
9,40;59,Male,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
9,40;59,Male,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
9,40;59,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
9,40;59,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,8,Not Male,0,0
9,40;59,Male,365,2019-01-01,2022-06-01,1,covid19,0,0,10,No observation time available after applying age and prior history criteria,1,1
10,60;79,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
10,60;79,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
10,60;79,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
10,60;79,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
10,60;79,Both,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
10,60;79,Both,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
10,60;79,Both,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
10,60;79,Both,365,2019-01-01,2022-06-01,1,covid19,1,1,10,No observation time available after applying age and prior history criteria,0,0
11,60;79,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
11,60;79,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
11,60;79,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
11,60;79,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
11,60;79,Female,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
11,60;79,Female,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
11,60;79,Female,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
11,60;79,Female,365,2019-01-01,2022-06-01,1,covid19,0,0,8,Not Female,1,1
11,60;79,Female,365,2019-01-01,2022-06-01,1,covid19,0,0,10,No observation time available after applying age and prior history criteria,0,0
12,60;79,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
12,60;79,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
12,60;79,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
12,60;79,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
12,60;79,Male,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
12,60;79,Male,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
12,60;79,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
12,60;79,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,8,Not Male,0,0
12,60;79,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,10,No observation time available after applying age and prior history criteria,0,0
13,80;150,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
13,80;150,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
13,80;150,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
13,80;150,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
13,80;150,Both,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
13,80;150,Both,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
13,80;150,Both,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
13,80;150,Both,365,2019-01-01,2022-06-01,1,covid19,0,0,10,No observation time available after applying age and prior history criteria,1,1
14,80;150,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
14,80;150,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
14,80;150,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
14,80;150,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
14,80;150,Female,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
14,80;150,Female,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
14,80;150,Female,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
14,80;150,Female,365,2019-01-01,2022-06-01,1,covid19,0,0,8,Not Female,1,1
14,80;150,Female,365,2019-01-01,2022-06-01,1,covid19,0,0,10,No observation time available after applying age and prior history criteria,0,0
15,80;150,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
15,80;150,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
15,80;150,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
15,80;150,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
15,80;150,Male,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
15,80;150,Male,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
15,80;150,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
15,80;150,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,8,Not Male,0,0
15,80;150,Male,365,2019-01-01,2022-06-01,1,covid19,0,0,10,No observation time available after applying age and prior history criteria,1,1
16,0;150,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
16,0;150,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
16,0;150,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
16,0;150,Both,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
16,0;150,Both,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
16,0;150,Both,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
16,0;150,Both,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
16,0;150,Both,365,2019-01-01,2022-06-01,1,covid19,1,1,10,No observation time available after applying age and prior history criteria,0,0
17,0;150,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
17,0;150,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
17,0;150,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
17,0;150,Female,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
17,0;150,Female,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
17,0;150,Female,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
17,0;150,Female,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
17,0;150,Female,365,2019-01-01,2022-06-01,1,covid19,0,0,8,Not Female,1,1
17,0;150,Female,365,2019-01-01,2022-06-01,1,covid19,0,0,10,No observation time available after applying age and prior history criteria,0,0
18,0;150,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,1,Starting population,NA,NA
18,0;150,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,2,Missing year of birth,0,0
18,0;150,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,3,Missing sex,0,0
18,0;150,Male,365,2019-01-01,2022-06-01,1,covid19,2405,2243,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
18,0;150,Male,365,2019-01-01,2022-06-01,1,covid19,2385,2224,5,No observation time available during study period,20,19
18,0;150,Male,365,2019-01-01,2022-06-01,1,covid19,2385,2224,6,Doesn't satisfy age criteria during the study period,0,0
18,0;150,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,7,Prior history requirement not fulfilled during study period,2384,2223
18,0;150,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,8,Not Male,0,0
18,0;150,Male,365,2019-01-01,2022-06-01,1,covid19,1,1,10,No observation time available after applying age and prior history criteria,0,0
