analysis_id,n_persons,person_days,n_events,incidence_start_date,incidence_end_date,person_years,incidence_100000_pys,incidence_100000_pys_95CI_lower,incidence_100000_pys_95CI_upper,cohort_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_outcome_washout,analysis_repeated_events,analysis_interval,analysis_complete_database_intervals,denominator_cohort_id,analysis_min_cell_count,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_history,denominator_start_date,denominator_end_date,denominator_strata_cohort_definition_id,denominator_strata_cohort_name,denominator_closed_cohort,cdm_name
1,2632,78960,NA,2021-04-01,2021-04-30,216.1806981519507,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2636,81716,NA,2021-05-01,2021-05-31,223.72621492128678,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2650,79500,NA,2021-06-01,2021-06-30,217.65913757700204,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2671,82801,NA,2021-07-01,2021-07-31,226.69678302532512,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2698,83638,NA,2021-08-01,2021-08-31,228.9883641341547,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2702,81060,NA,2021-09-01,2021-09-30,221.93018480492813,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2692,83452,NA,2021-10-01,2021-10-31,228.47912388774813,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2704,81120,NA,2021-11-01,2021-11-30,222.09445585215605,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2720,84320,NA,2021-12-01,2021-12-31,230.85557837097878,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2524,78244,NA,2022-01-01,2022-01-31,214.22039698836414,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2535,70980,NA,2022-02-01,2022-02-28,194.33264887063655,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2555,79205,NA,2022-03-01,2022-03-31,216.85147159479808,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,838,25140,NA,2022-04-01,2022-04-30,68.82956878850102,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,839,26009,NA,2022-05-01,2022-05-31,71.20876112251882,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,1,5,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,5163,160033,NA,2019-01-01,2019-01-31,438.1464750171116,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,5142,143995,NA,2019-02-01,2019-02-28,394.2368240930869,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,5119,158705,NA,2019-03-01,2019-03-31,434.5106091718001,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,5000,150030,NA,2019-04-01,2019-04-30,410.75975359342914,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4998,154913,NA,2019-05-01,2019-05-31,424.1286789869952,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4714,141427,NA,2019-06-01,2019-06-30,387.2060232717317,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4781,148229,NA,2019-07-01,2019-07-31,405.82888432580427,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4788,148459,NA,2019-08-01,2019-08-31,406.45859000684464,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4776,143290,NA,2019-09-01,2019-09-30,392.3066392881588,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4770,147886,NA,2019-10-01,2019-10-31,404.88980150581796,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4773,143220,NA,2019-11-01,2019-11-30,392.11498973305953,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4782,148232,NA,2019-12-01,2019-12-31,405.83709787816565,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,5145,159496,NA,2020-01-01,2020-01-31,436.6762491444216,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,5182,148851,NA,2020-02-01,2020-02-29,407.53182751540044,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,5194,159203,9,2020-03-01,2020-03-31,435.8740588637919,2064.8166177773032,944.165639980048,3919.6651197721476,FALSE,FALSE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,5162,153150,NA,2020-04-01,2020-04-30,419.3018480492813,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4751,145560,NA,2020-05-01,2020-05-31,398.52156057494864,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4790,141351,NA,2020-06-01,2020-06-30,386.99794661190964,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4809,146949,NA,2020-07-01,2020-07-31,402.32443531827516,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4768,145733,NA,2020-08-01,2020-08-31,398.9952087611225,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4769,141473,NA,2020-09-01,2020-09-30,387.3319644079398,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4774,146584,NA,2020-10-01,2020-10-31,401.32511978097193,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4779,142123,NA,2020-11-01,2020-11-30,389.11156741957564,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,5217,147565,NA,2020-12-01,2020-12-31,404.0109514031485,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4986,152723,NA,2021-01-01,2021-01-31,418.1327857631759,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4930,138040,NA,2021-02-01,2021-02-28,377.9329226557153,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4934,152954,NA,2021-03-01,2021-03-31,418.76522929500345,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4933,147950,NA,2021-04-01,2021-04-30,405.0650239561944,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4927,152718,NA,2021-05-01,2021-05-31,418.11909650924025,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4927,147802,NA,2021-06-01,2021-06-30,404.65982203969884,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4933,152898,NA,2021-07-01,2021-07-31,418.611909650924,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4951,153469,NA,2021-08-01,2021-08-31,420.17522245037645,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4968,149040,NA,2021-09-01,2021-09-30,408.04928131416835,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4968,153982,NA,2021-10-01,2021-10-31,421.5797399041752,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4975,149219,NA,2021-11-01,2021-11-30,408.53935660506505,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,4970,154052,NA,2021-12-01,2021-12-31,421.7713894592745,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,5006,155136,NA,2022-01-01,2022-01-31,424.73921971252565,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,5013,140347,NA,2022-02-01,2022-02-28,384.249144421629,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,5027,155809,NA,2022-03-01,2022-03-31,426.58179329226556,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,594,17820,NA,2022-04-01,2022-04-30,48.78850102669404,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,593,18383,NA,2022-05-01,2022-05-31,50.32991101984942,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,10,5,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2761,85595,NA,2019-01-01,2019-01-31,234.3463381245722,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2754,77131,NA,2019-02-01,2019-02-28,211.1731690622861,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2733,84754,NA,2019-03-01,2019-03-31,232.04380561259413,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2678,80370,NA,2019-04-01,2019-04-30,220.04106776180697,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2677,82962,NA,2019-05-01,2019-05-31,227.13757700205338,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2526,75787,NA,2019-06-01,2019-06-30,207.49349760438056,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2557,79285,NA,2019-07-01,2019-07-31,217.07049965776866,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2565,79546,NA,2019-08-01,2019-08-31,217.78507871321014,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2559,76780,NA,2019-09-01,2019-09-30,210.21218343600273,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2546,78957,NA,2019-10-01,2019-10-31,216.17248459958932,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2553,76620,NA,2019-11-01,2019-11-30,209.7741273100616,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2551,79071,NA,2019-12-01,2019-12-31,216.48459958932239,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2742,85003,NA,2020-01-01,2020-01-31,232.72553045859001,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2751,79164,NA,2020-02-01,2020-02-29,216.73921971252568,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2756,84329,NA,2020-03-01,2020-03-31,230.88021902806298,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,365,FALSE,months,TRUE,11,5,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
