group_name,group_level,strata_name,strata_level,window_name,variable,variable_type,variable_level,estimate_type,estimate,cdm_name,generated_by
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Diseases of liver [K70-K77],binary,NA,count,2,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,"Diseases of oral cavity, salivary glands and jaws [K00-K14]",binary,NA,count,11,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Congenital malformations of the urinary system [Q60-Q64],binary,NA,count,1,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Disorders of skin appendages [L60-L75],binary,NA,count,50,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Disorders of synovium and tendon [M65-M68],binary,NA,count,134,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Disorders of lens [H25-H28],binary,NA,count,35,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Renal failure [N17-N19],binary,NA,count,21,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Benign neoplasms [D10-D36],binary,NA,count,56,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Influenza and pneumonia [J09-J18],binary,NA,count,18,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Renal failure [N17-N19],binary,NA,count,10,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Inflammatory diseases of female pelvic organs [N70-N77],binary,NA,count,16,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Other spirochaetal diseases [A65-A69],binary,NA,count,1,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Other diseases of the respiratory system [J95-J99],binary,NA,count,81,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Deforming dorsopathies [M40-M43],binary,NA,count,37,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Injuries involving multiple body regions [T00-T07],binary,NA,count,23,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Diseases of peritoneum [K65-K67],binary,NA,count,1,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Injuries to the ankle and foot [S90-S99],binary,NA,count,21,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified [I80-I89]",binary,NA,count,34,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Injuries to the elbow and forearm [S50-S59],binary,NA,count,10,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Delivery [O80-O84],binary,NA,count,1,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Other disorders of the genitourinary system [N99-N99],binary,NA,count,63,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Viral infections characterized by skin and mucous membrane lesions [B00-B09],binary,NA,count,144,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Arthropod-borne viral fevers and viral haemorrhagic fevers [A92-A99],binary,NA,count,29,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Disorders of vitreous body and globe [H43-H45],binary,NA,count,53,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Other disorders of eye and adnexa [H55-H59],binary,NA,count,89,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Hernia [K40-K46],binary,NA,count,11,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Sequelae of external causes of morbidity and mortality [Y85-Y89],binary,NA,count,11,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Exposure to inanimate mechanical forces [W20-W49],binary,NA,count,33,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Other disorders of the skin and subcutaneous tissue [L80-L99],binary,NA,count,143,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Neoplasms of uncertain or unknown behaviour [D37-D48],binary,NA,count,30,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Urolithiasis [N20-N23],binary,NA,count,1,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,"Abnormal findings on examination of urine, without diagnosis [R80-R82]",binary,NA,count,4,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Other diseases of pleura [J90-J94],binary,NA,count,5,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Diseases of appendix [K35-K38],binary,NA,count,3,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,"Malignant neoplasms of eye, brain and other parts of central nervous system [C69-C72]",binary,NA,count,3,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Cerebral palsy and other paralytic syndromes [G80-G83],binary,NA,count,2,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Obesity and other hyperalimentation [E65-E68],binary,NA,count,35,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Diseases of external ear [H60-H62],binary,NA,count,18,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,"Malignant neoplasms of ill-defined, secondary and unspecified sites [C76-C80]",binary,NA,count,18,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,"Complications of surgical and medical care, not elsewhere classified [T80-T88]",binary,NA,count,5,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Disorders of other endocrine glands [E20-E35],binary,NA,count,58,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Persons with potential health hazards related to family and personal history and certain conditions influencing health status [Z80-Z99],binary,NA,count,109,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Other dorsopathies [M50-M54],binary,NA,count,57,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,"Exposure to electric current, radiation and extreme ambient air temperature and pressure [W85-W99]",binary,NA,count,3,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Mood [affective] disorders [F30-F39],binary,NA,count,32,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Other disorders of kidney and ureter [N25-N29],binary,NA,count,14,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Infectious arthropathies [M00-M03],binary,NA,count,4,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Transitory endocrine and metabolic disorders specific to fetus and newborn [P70-P74],binary,NA,count,73,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Diseases of middle ear and mastoid [H65-H75],binary,NA,count,98,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Congenital malformations and deformations of the musculoskeletal system [Q65-Q79],binary,NA,count,4,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Malignant neoplasms of urinary tract [C64-C68],binary,NA,count,2,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Benign neoplasms [D10-D36],binary,NA,count,87,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Neoplasms of uncertain or unknown behaviour [D37-D48],binary,NA,count,39,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,"Sequelae of injuries, of poisoning and of other consequences of external causes [T90-T98]",binary,NA,count,11,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Viral infections characterized by skin and mucous membrane lesions [B00-B09],binary,NA,count,102,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,"Abnormal findings on diagnostic imaging and in function studies, without diagnosis [R90-R94]",binary,NA,count,24,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Maternal care related to the fetus and amniotic cavity and possible delivery problems [O30-O48],binary,NA,count,3,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Complications of labour and delivery [O60-O75],binary,NA,count,3,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Mycoses [B35-B49],binary,NA,count,30,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Episodic and paroxysmal disorders [G40-G47],binary,NA,count,66,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Inflammatory polyarthropathies [M05-M14],binary,NA,count,117,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Dermatitis and eczema [L20-L30],binary,NA,count,88,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Falls [W00-W19],binary,NA,count,9,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Disorders of choroid and retina [H30-H36],binary,NA,count,28,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,"Symptoms and signs involving cognition, perception, emotional state and behaviour [R40-R46]",binary,NA,count,53,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Acute upper respiratory infections [J00-J06],binary,NA,count,42,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Other bacterial diseases [A30-A49],binary,NA,count,33,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Other bacterial diseases [A30-A49],binary,NA,count,20,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,Chronic lower respiratory diseases [J40-J47],binary,NA,count,60,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_hydroxychloroquine,Overall,Overall,-Inf to -1,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue [C81-C96]",binary,NA,count,1,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
Cohort name,new_users_methotrexate,Overall,Overall,-Inf to -1,Symptoms and signs involving the digestive system and abdomen [R10-R19],binary,NA,count,99,PHARMETRICS,DrugUtilisation_0.2.0_summariseCharacteristicsFromCodelist
