cohort_definition_id,cohort_name,number_records,number_subjects,reason_id,reason,excluded_records,excluded_subjects
10,Denominator cohort 10,222159,222159,1,Starting population,NA,NA
10,Denominator cohort 10,222159,222159,2,Missing year of birth,0,0
10,Denominator cohort 10,222159,222159,3,Missing sex,0,0
10,Denominator cohort 10,222159,222159,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
10,Denominator cohort 10,155794,155794,5,No observation time available during study period,66365,66365
10,Denominator cohort 10,155794,155794,6,Doesn't satisfy age criteria during the study period,0,0
10,Denominator cohort 10,135259,135259,7,Prior history requirement not fulfilled during study period,20535,20535
10,Denominator cohort 10,69831,69831,10,No observation time available after applying age and prior history criteria,65428,65428
11,Denominator cohort 11,222159,222159,1,Starting population,NA,NA
11,Denominator cohort 11,222159,222159,2,Missing year of birth,0,0
11,Denominator cohort 11,222159,222159,3,Missing sex,0,0
11,Denominator cohort 11,222159,222159,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
11,Denominator cohort 11,155794,155794,5,No observation time available during study period,66365,66365
11,Denominator cohort 11,155794,155794,6,Doesn't satisfy age criteria during the study period,0,0
11,Denominator cohort 11,135259,135259,7,Prior history requirement not fulfilled during study period,20535,20535
11,Denominator cohort 11,100067,100067,8,Not Female,35192,35192
11,Denominator cohort 11,50034,50034,10,No observation time available after applying age and prior history criteria,50033,50033
12,Denominator cohort 12,222159,222159,1,Starting population,NA,NA
12,Denominator cohort 12,222159,222159,2,Missing year of birth,0,0
12,Denominator cohort 12,222159,222159,3,Missing sex,0,0
12,Denominator cohort 12,222159,222159,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
12,Denominator cohort 12,155794,155794,5,No observation time available during study period,66365,66365
12,Denominator cohort 12,155794,155794,6,Doesn't satisfy age criteria during the study period,0,0
12,Denominator cohort 12,135259,135259,7,Prior history requirement not fulfilled during study period,20535,20535
12,Denominator cohort 12,35192,35192,8,Not Male,100067,100067
12,Denominator cohort 12,19797,19797,10,No observation time available after applying age and prior history criteria,15395,15395
13,Denominator cohort 13,222159,222159,1,Starting population,NA,NA
13,Denominator cohort 13,222159,222159,2,Missing year of birth,0,0
13,Denominator cohort 13,222159,222159,3,Missing sex,0,0
13,Denominator cohort 13,222159,222159,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
13,Denominator cohort 13,155794,155794,5,No observation time available during study period,66365,66365
13,Denominator cohort 13,155794,155794,6,Doesn't satisfy age criteria during the study period,0,0
13,Denominator cohort 13,135259,135259,7,Prior history requirement not fulfilled during study period,20535,20535
13,Denominator cohort 13,25815,25815,10,No observation time available after applying age and prior history criteria,109444,109444
14,Denominator cohort 14,222159,222159,1,Starting population,NA,NA
14,Denominator cohort 14,222159,222159,2,Missing year of birth,0,0
14,Denominator cohort 14,222159,222159,3,Missing sex,0,0
14,Denominator cohort 14,222159,222159,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
14,Denominator cohort 14,155794,155794,5,No observation time available during study period,66365,66365
14,Denominator cohort 14,155794,155794,6,Doesn't satisfy age criteria during the study period,0,0
14,Denominator cohort 14,135259,135259,7,Prior history requirement not fulfilled during study period,20535,20535
14,Denominator cohort 14,100067,100067,8,Not Female,35192,35192
14,Denominator cohort 14,19184,19184,10,No observation time available after applying age and prior history criteria,80883,80883
15,Denominator cohort 15,222159,222159,1,Starting population,NA,NA
15,Denominator cohort 15,222159,222159,2,Missing year of birth,0,0
15,Denominator cohort 15,222159,222159,3,Missing sex,0,0
15,Denominator cohort 15,222159,222159,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
15,Denominator cohort 15,155794,155794,5,No observation time available during study period,66365,66365
15,Denominator cohort 15,155794,155794,6,Doesn't satisfy age criteria during the study period,0,0
15,Denominator cohort 15,135259,135259,7,Prior history requirement not fulfilled during study period,20535,20535
15,Denominator cohort 15,35192,35192,8,Not Male,100067,100067
15,Denominator cohort 15,6631,6631,10,No observation time available after applying age and prior history criteria,28561,28561
16,Denominator cohort 16,222159,222159,1,Starting population,NA,NA
16,Denominator cohort 16,222159,222159,2,Missing year of birth,0,0
16,Denominator cohort 16,222159,222159,3,Missing sex,0,0
16,Denominator cohort 16,222159,222159,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
16,Denominator cohort 16,155794,155794,5,No observation time available during study period,66365,66365
16,Denominator cohort 16,155794,155794,6,Doesn't satisfy age criteria during the study period,0,0
16,Denominator cohort 16,135259,135259,7,Prior history requirement not fulfilled during study period,20535,20535
16,Denominator cohort 16,135259,135259,10,No observation time available after applying age and prior history criteria,0,0
17,Denominator cohort 17,222159,222159,1,Starting population,NA,NA
17,Denominator cohort 17,222159,222159,2,Missing year of birth,0,0
17,Denominator cohort 17,222159,222159,3,Missing sex,0,0
17,Denominator cohort 17,222159,222159,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
17,Denominator cohort 17,155794,155794,5,No observation time available during study period,66365,66365
17,Denominator cohort 17,155794,155794,6,Doesn't satisfy age criteria during the study period,0,0
17,Denominator cohort 17,135259,135259,7,Prior history requirement not fulfilled during study period,20535,20535
17,Denominator cohort 17,100067,100067,8,Not Female,35192,35192
17,Denominator cohort 17,100067,100067,10,No observation time available after applying age and prior history criteria,0,0
18,Denominator cohort 18,222159,222159,1,Starting population,NA,NA
18,Denominator cohort 18,222159,222159,2,Missing year of birth,0,0
18,Denominator cohort 18,222159,222159,3,Missing sex,0,0
18,Denominator cohort 18,222159,222159,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
18,Denominator cohort 18,155794,155794,5,No observation time available during study period,66365,66365
18,Denominator cohort 18,155794,155794,6,Doesn't satisfy age criteria during the study period,0,0
18,Denominator cohort 18,135259,135259,7,Prior history requirement not fulfilled during study period,20535,20535
18,Denominator cohort 18,35192,35192,8,Not Male,100067,100067
18,Denominator cohort 18,35192,35192,10,No observation time available after applying age and prior history criteria,0,0
