cohort_definition_id,cohort_name,number_records,number_subjects,reason_id,reason,excluded_records,excluded_subjects
9,Denominator cohort 9,889051,798653,3,Missing sex,9,9
9,Denominator cohort 9,889051,798653,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
9,Denominator cohort 9,887233,796962,5,No observation time available during study period,1818,1691
9,Denominator cohort 9,887233,796962,6,Doesn't satisfy age criteria during the study period,0,0
9,Denominator cohort 9,650045,580266,7,Prior history requirement not fulfilled during study period,237188,216696
9,Denominator cohort 9,301501,270985,8,Not Male,348544,309281
9,Denominator cohort 9,90539,82808,10,No observation time available after applying age and prior history criteria,210962,188177
10,Denominator cohort 10,889060,798662,1,Starting population,NA,NA
10,Denominator cohort 10,889060,798662,2,Missing year of birth,0,0
10,Denominator cohort 10,889051,798653,3,Missing sex,9,9
10,Denominator cohort 10,889051,798653,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
10,Denominator cohort 10,887233,796962,5,No observation time available during study period,1818,1691
10,Denominator cohort 10,887233,796962,6,Doesn't satisfy age criteria during the study period,0,0
10,Denominator cohort 10,650045,580266,7,Prior history requirement not fulfilled during study period,237188,216696
10,Denominator cohort 10,177481,152055,10,No observation time available after applying age and prior history criteria,472564,428211
11,Denominator cohort 11,889060,798662,1,Starting population,NA,NA
11,Denominator cohort 11,889060,798662,2,Missing year of birth,0,0
11,Denominator cohort 11,889051,798653,3,Missing sex,9,9
11,Denominator cohort 11,889051,798653,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
11,Denominator cohort 11,887233,796962,5,No observation time available during study period,1818,1691
11,Denominator cohort 11,887233,796962,6,Doesn't satisfy age criteria during the study period,0,0
11,Denominator cohort 11,650045,580266,7,Prior history requirement not fulfilled during study period,237188,216696
11,Denominator cohort 11,348544,309281,8,Not Female,301501,270985
11,Denominator cohort 11,92872,79445,10,No observation time available after applying age and prior history criteria,255672,229836
12,Denominator cohort 12,889060,798662,1,Starting population,NA,NA
12,Denominator cohort 12,889060,798662,2,Missing year of birth,0,0
12,Denominator cohort 12,889051,798653,3,Missing sex,9,9
12,Denominator cohort 12,889051,798653,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
12,Denominator cohort 12,887233,796962,5,No observation time available during study period,1818,1691
12,Denominator cohort 12,887233,796962,6,Doesn't satisfy age criteria during the study period,0,0
12,Denominator cohort 12,650045,580266,7,Prior history requirement not fulfilled during study period,237188,216696
12,Denominator cohort 12,301501,270985,8,Not Male,348544,309281
12,Denominator cohort 12,84609,72610,10,No observation time available after applying age and prior history criteria,216892,198375
13,Denominator cohort 13,889060,798662,1,Starting population,NA,NA
13,Denominator cohort 13,889060,798662,2,Missing year of birth,0,0
13,Denominator cohort 13,889051,798653,3,Missing sex,9,9
13,Denominator cohort 13,889051,798653,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
13,Denominator cohort 13,887233,796962,5,No observation time available during study period,1818,1691
13,Denominator cohort 13,887233,796962,6,Doesn't satisfy age criteria during the study period,0,0
13,Denominator cohort 13,650045,580266,7,Prior history requirement not fulfilled during study period,237188,216696
13,Denominator cohort 13,73185,58933,10,No observation time available after applying age and prior history criteria,576860,521333
14,Denominator cohort 14,889060,798662,1,Starting population,NA,NA
14,Denominator cohort 14,889060,798662,2,Missing year of birth,0,0
14,Denominator cohort 14,889051,798653,3,Missing sex,9,9
14,Denominator cohort 14,889051,798653,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
14,Denominator cohort 14,887233,796962,5,No observation time available during study period,1818,1691
14,Denominator cohort 14,887233,796962,6,Doesn't satisfy age criteria during the study period,0,0
14,Denominator cohort 14,650045,580266,7,Prior history requirement not fulfilled during study period,237188,216696
14,Denominator cohort 14,348544,309281,8,Not Female,301501,270985
14,Denominator cohort 14,43469,34546,10,No observation time available after applying age and prior history criteria,305075,274735
15,Denominator cohort 15,889060,798662,1,Starting population,NA,NA
15,Denominator cohort 15,889060,798662,2,Missing year of birth,0,0
15,Denominator cohort 15,889051,798653,3,Missing sex,9,9
15,Denominator cohort 15,889051,798653,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
15,Denominator cohort 15,887233,796962,5,No observation time available during study period,1818,1691
15,Denominator cohort 15,887233,796962,6,Doesn't satisfy age criteria during the study period,0,0
15,Denominator cohort 15,650045,580266,7,Prior history requirement not fulfilled during study period,237188,216696
15,Denominator cohort 15,301501,270985,8,Not Male,348544,309281
15,Denominator cohort 15,29716,24387,10,No observation time available after applying age and prior history criteria,271785,246598
16,Denominator cohort 16,889060,798662,1,Starting population,NA,NA
16,Denominator cohort 16,889060,798662,2,Missing year of birth,0,0
16,Denominator cohort 16,889051,798653,3,Missing sex,9,9
16,Denominator cohort 16,889051,798653,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
16,Denominator cohort 16,887233,796962,5,No observation time available during study period,1818,1691
16,Denominator cohort 16,887233,796962,6,Doesn't satisfy age criteria during the study period,0,0
16,Denominator cohort 16,650045,580266,7,Prior history requirement not fulfilled during study period,237188,216696
16,Denominator cohort 16,650045,580266,10,No observation time available after applying age and prior history criteria,0,0
17,Denominator cohort 17,889060,798662,1,Starting population,NA,NA
17,Denominator cohort 17,889060,798662,2,Missing year of birth,0,0
17,Denominator cohort 17,889051,798653,3,Missing sex,9,9
17,Denominator cohort 17,889051,798653,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
17,Denominator cohort 17,887233,796962,5,No observation time available during study period,1818,1691
17,Denominator cohort 17,887233,796962,6,Doesn't satisfy age criteria during the study period,0,0
17,Denominator cohort 17,650045,580266,7,Prior history requirement not fulfilled during study period,237188,216696
17,Denominator cohort 17,348544,309281,8,Not Female,301501,270985
17,Denominator cohort 17,348544,309281,10,No observation time available after applying age and prior history criteria,0,0
18,Denominator cohort 18,889060,798662,1,Starting population,NA,NA
18,Denominator cohort 18,889060,798662,2,Missing year of birth,0,0
18,Denominator cohort 18,889051,798653,3,Missing sex,9,9
18,Denominator cohort 18,889051,798653,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
18,Denominator cohort 18,887233,796962,5,No observation time available during study period,1818,1691
18,Denominator cohort 18,887233,796962,6,Doesn't satisfy age criteria during the study period,0,0
18,Denominator cohort 18,650045,580266,7,Prior history requirement not fulfilled during study period,237188,216696
18,Denominator cohort 18,301501,270985,8,Not Male,348544,309281
18,Denominator cohort 18,301501,270985,10,No observation time available after applying age and prior history criteria,0,0
