cohort_definition_id,cohort_name,number_records,number_subjects,reason_id,reason,excluded_records,excluded_subjects
7,Denominator cohort 7,237765,237765,3,Missing sex,0,0
7,Denominator cohort 7,237765,237765,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
7,Denominator cohort 7,171378,171378,5,No observation time available during study period,66387,66387
7,Denominator cohort 7,171378,171378,6,Doesn't satisfy age criteria during the study period,0,0
7,Denominator cohort 7,149637,149637,7,Prior history requirement not fulfilled during study period,21741,21741
7,Denominator cohort 7,43065,43065,10,No observation time available after applying age and prior history criteria,106572,106572
8,Denominator cohort 8,237765,237765,1,Starting population,NA,NA
8,Denominator cohort 8,237765,237765,2,Missing year of birth,0,0
8,Denominator cohort 8,237765,237765,3,Missing sex,0,0
8,Denominator cohort 8,237765,237765,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
8,Denominator cohort 8,171378,171378,5,No observation time available during study period,66387,66387
8,Denominator cohort 8,171378,171378,6,Doesn't satisfy age criteria during the study period,0,0
8,Denominator cohort 8,149637,149637,7,Prior history requirement not fulfilled during study period,21741,21741
8,Denominator cohort 8,110684,110684,8,Not Female,38953,38953
8,Denominator cohort 8,33086,33086,10,No observation time available after applying age and prior history criteria,77598,77598
9,Denominator cohort 9,237765,237765,1,Starting population,NA,NA
9,Denominator cohort 9,237765,237765,2,Missing year of birth,0,0
9,Denominator cohort 9,237765,237765,3,Missing sex,0,0
9,Denominator cohort 9,237765,237765,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
9,Denominator cohort 9,171378,171378,5,No observation time available during study period,66387,66387
9,Denominator cohort 9,171378,171378,6,Doesn't satisfy age criteria during the study period,0,0
9,Denominator cohort 9,149637,149637,7,Prior history requirement not fulfilled during study period,21741,21741
9,Denominator cohort 9,38953,38953,8,Not Male,110684,110684
9,Denominator cohort 9,9979,9979,10,No observation time available after applying age and prior history criteria,28974,28974
10,Denominator cohort 10,237765,237765,1,Starting population,NA,NA
10,Denominator cohort 10,237765,237765,2,Missing year of birth,0,0
10,Denominator cohort 10,237765,237765,3,Missing sex,0,0
10,Denominator cohort 10,237765,237765,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
10,Denominator cohort 10,171378,171378,5,No observation time available during study period,66387,66387
10,Denominator cohort 10,171378,171378,6,Doesn't satisfy age criteria during the study period,0,0
10,Denominator cohort 10,149637,149637,7,Prior history requirement not fulfilled during study period,21741,21741
10,Denominator cohort 10,77372,77372,10,No observation time available after applying age and prior history criteria,72265,72265
11,Denominator cohort 11,237765,237765,1,Starting population,NA,NA
11,Denominator cohort 11,237765,237765,2,Missing year of birth,0,0
11,Denominator cohort 11,237765,237765,3,Missing sex,0,0
11,Denominator cohort 11,237765,237765,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
11,Denominator cohort 11,171378,171378,5,No observation time available during study period,66387,66387
11,Denominator cohort 11,171378,171378,6,Doesn't satisfy age criteria during the study period,0,0
11,Denominator cohort 11,149637,149637,7,Prior history requirement not fulfilled during study period,21741,21741
11,Denominator cohort 11,110684,110684,8,Not Female,38953,38953
11,Denominator cohort 11,55386,55386,10,No observation time available after applying age and prior history criteria,55298,55298
12,Denominator cohort 12,237765,237765,1,Starting population,NA,NA
12,Denominator cohort 12,237765,237765,2,Missing year of birth,0,0
12,Denominator cohort 12,237765,237765,3,Missing sex,0,0
12,Denominator cohort 12,237765,237765,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
12,Denominator cohort 12,171378,171378,5,No observation time available during study period,66387,66387
12,Denominator cohort 12,171378,171378,6,Doesn't satisfy age criteria during the study period,0,0
12,Denominator cohort 12,149637,149637,7,Prior history requirement not fulfilled during study period,21741,21741
12,Denominator cohort 12,38953,38953,8,Not Male,110684,110684
12,Denominator cohort 12,21986,21986,10,No observation time available after applying age and prior history criteria,16967,16967
13,Denominator cohort 13,237765,237765,1,Starting population,NA,NA
13,Denominator cohort 13,237765,237765,2,Missing year of birth,0,0
13,Denominator cohort 13,237765,237765,3,Missing sex,0,0
13,Denominator cohort 13,237765,237765,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
13,Denominator cohort 13,171378,171378,5,No observation time available during study period,66387,66387
13,Denominator cohort 13,171378,171378,6,Doesn't satisfy age criteria during the study period,0,0
13,Denominator cohort 13,149637,149637,7,Prior history requirement not fulfilled during study period,21741,21741
13,Denominator cohort 13,29092,29092,10,No observation time available after applying age and prior history criteria,120545,120545
14,Denominator cohort 14,237765,237765,1,Starting population,NA,NA
14,Denominator cohort 14,237765,237765,2,Missing year of birth,0,0
14,Denominator cohort 14,237765,237765,3,Missing sex,0,0
14,Denominator cohort 14,237765,237765,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
14,Denominator cohort 14,171378,171378,5,No observation time available during study period,66387,66387
14,Denominator cohort 14,171378,171378,6,Doesn't satisfy age criteria during the study period,0,0
14,Denominator cohort 14,149637,149637,7,Prior history requirement not fulfilled during study period,21741,21741
14,Denominator cohort 14,110684,110684,8,Not Female,38953,38953
14,Denominator cohort 14,21581,21581,10,No observation time available after applying age and prior history criteria,89103,89103
15,Denominator cohort 15,237765,237765,1,Starting population,NA,NA
15,Denominator cohort 15,237765,237765,2,Missing year of birth,0,0
15,Denominator cohort 15,237765,237765,3,Missing sex,0,0
15,Denominator cohort 15,237765,237765,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
15,Denominator cohort 15,171378,171378,5,No observation time available during study period,66387,66387
15,Denominator cohort 15,171378,171378,6,Doesn't satisfy age criteria during the study period,0,0
15,Denominator cohort 15,149637,149637,7,Prior history requirement not fulfilled during study period,21741,21741
15,Denominator cohort 15,38953,38953,8,Not Male,110684,110684
15,Denominator cohort 15,7511,7511,10,No observation time available after applying age and prior history criteria,31442,31442
16,Denominator cohort 16,237765,237765,1,Starting population,NA,NA
16,Denominator cohort 16,237765,237765,2,Missing year of birth,0,0
16,Denominator cohort 16,237765,237765,3,Missing sex,0,0
16,Denominator cohort 16,237765,237765,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
16,Denominator cohort 16,171378,171378,5,No observation time available during study period,66387,66387
16,Denominator cohort 16,171378,171378,6,Doesn't satisfy age criteria during the study period,0,0
16,Denominator cohort 16,149637,149637,7,Prior history requirement not fulfilled during study period,21741,21741
16,Denominator cohort 16,149637,149637,10,No observation time available after applying age and prior history criteria,0,0
17,Denominator cohort 17,237765,237765,1,Starting population,NA,NA
17,Denominator cohort 17,237765,237765,2,Missing year of birth,0,0
17,Denominator cohort 17,237765,237765,3,Missing sex,0,0
17,Denominator cohort 17,237765,237765,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
17,Denominator cohort 17,171378,171378,5,No observation time available during study period,66387,66387
17,Denominator cohort 17,171378,171378,6,Doesn't satisfy age criteria during the study period,0,0
17,Denominator cohort 17,149637,149637,7,Prior history requirement not fulfilled during study period,21741,21741
17,Denominator cohort 17,110684,110684,8,Not Female,38953,38953
17,Denominator cohort 17,110684,110684,10,No observation time available after applying age and prior history criteria,0,0
18,Denominator cohort 18,237765,237765,1,Starting population,NA,NA
18,Denominator cohort 18,237765,237765,2,Missing year of birth,0,0
18,Denominator cohort 18,237765,237765,3,Missing sex,0,0
18,Denominator cohort 18,237765,237765,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
18,Denominator cohort 18,171378,171378,5,No observation time available during study period,66387,66387
18,Denominator cohort 18,171378,171378,6,Doesn't satisfy age criteria during the study period,0,0
18,Denominator cohort 18,149637,149637,7,Prior history requirement not fulfilled during study period,21741,21741
18,Denominator cohort 18,38953,38953,8,Not Male,110684,110684
18,Denominator cohort 18,38953,38953,10,No observation time available after applying age and prior history criteria,0,0
