analysis_id,prevalence_start_date,prevalence_end_date,n_cases,n_population,prevalence,prevalence_95CI_lower,prevalence_95CI_upper,cohort_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_outcome_lookback_days,analysis_type,analysis_interval,analysis_complete_database_intervals,analysis_time_point,analysis_full_contribution,analysis_min_cell_count,denominator_cohort_id,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_history,denominator_start_date,denominator_end_date,denominator_strata_cohort_definition_id,denominator_strata_cohort_name,denominator_closed_cohort,cdm_name
1,2021-07-01,2021-07-31,NA,2673,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2021-08-01,2021-08-31,NA,2700,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2021-09-01,2021-09-30,NA,2704,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2021-10-01,2021-10-31,NA,2694,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2021-11-01,2021-11-30,NA,2706,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2021-12-01,2021-12-31,NA,2722,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2022-01-01,2022-01-31,NA,2526,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2022-02-01,2022-02-28,NA,2537,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2022-03-01,2022-03-31,NA,2557,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2022-04-01,2022-04-30,NA,838,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
1,2022-05-01,2022-05-31,NA,839,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,1,Denominator cohort 1,0 to 19,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2019-01-01,2019-01-31,25,5197,0.004810467577448528,0.003260551774388117,0.007091899698513121,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2019-02-01,2019-02-28,24,5175,0.00463768115942029,0.0031185619469414113,0.006891680543180937,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2019-03-01,2019-03-31,23,5151,0.0044651523975927,0.002977282751898577,0.0066915808239943406,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2019-04-01,2019-04-30,19,5032,0.0037758346581875995,0.002418651203441734,0.00589008114304732,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2019-05-01,2019-05-31,22,5030,0.00437375745526839,0.0028902131405026013,0.0066137530078278235,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2019-06-01,2019-06-30,21,4743,0.004427577482605946,0.0028978075125899424,0.006759447573423185,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2019-07-01,2019-07-31,22,4810,0.004573804573804574,0.0030224877318232894,0.006915824368802981,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2019-08-01,2019-08-31,22,4819,0.004565262502593899,0.0030168394209372194,0.006902926598572896,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2019-09-01,2019-09-30,22,4806,0.004577611319184353,0.003025004886836664,0.00692157219481712,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2019-10-01,2019-10-31,21,4799,0.004375911648260054,0.002863972418486229,0.006680681348192587,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2019-11-01,2019-11-30,20,4802,0.004164931278633903,0.002697836406058622,0.006424698990989699,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2019-12-01,2019-12-31,19,4810,0.00395010395010395,0.002530343330793637,0.006161562952082688,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2020-01-01,2020-01-31,19,5173,0.0036729170693988013,0.0023526921615265968,0.005729737859466508,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2020-02-01,2020-02-29,18,5209,0.003455557688615857,0.002186978114255197,0.005455966551418079,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2020-03-01,2020-03-31,27,5220,0.005172413793103448,0.0035573117536637764,0.007515279035443382,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2020-04-01,2020-04-30,24,5198,0.00461716044632551,0.0031047545779063616,0.006861227513452313,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2020-05-01,2020-05-31,20,4783,0.004181476061049551,0.0027085595232486607,0.006450185172569003,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2020-06-01,2020-06-30,18,4822,0.0037328909166321027,0.002362592242696426,0.005893265136926298,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2020-07-01,2020-07-31,19,4842,0.00392399834779017,0.0025136114608422426,0.006120896947296403,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2020-08-01,2020-08-31,20,4800,0.004166666666666667,0.0026989611552667493,0.006427372258629233,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2020-09-01,2020-09-30,21,4801,0.0043740887315142675,0.0028627786294484515,0.006677902205407961,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2020-10-01,2020-10-31,20,4807,0.004160599126274184,0.002695028630084239,0.006418025540576626,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2020-11-01,2020-11-30,21,4812,0.004364089775561097,0.002856230538506185,0.006662658156787326,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2020-12-01,2020-12-31,21,5251,0.003999238240335174,0.0026173097846812323,0.006106351848106065,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2021-01-01,2021-01-31,18,5016,0.0035885167464114833,0.0022711692795790795,0.005665626961403007,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2021-02-01,2021-02-28,17,4961,0.0034267284821608546,0.002140642017352277,0.005481244629896808,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2021-03-01,2021-03-31,17,4967,0.0034225890879806724,0.0021380548998900465,0.0054746318321611115,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2021-04-01,2021-04-30,18,4965,0.0036253776435045317,0.0022945105787047946,0.005723748637428476,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2021-05-01,2021-05-31,19,4960,0.0038306451612903224,0.002453779587720548,0.0059754700504487555,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2021-06-01,2021-06-30,20,4960,0.004032258064516129,0.0026118491221920415,0.0062203142706956,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2021-07-01,2021-07-31,22,4966,0.004430124848973017,0.0029274835034816,0.006698871626174092,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2021-08-01,2021-08-31,21,4985,0.004212637913741223,0.0027570503253656203,0.006431748156021785,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2021-09-01,2021-09-30,21,5005,0.004195804195804196,0.002746026801843675,0.0064060813647995665,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2021-10-01,2021-10-31,22,5004,0.004396482813749001,0.0029052391766666323,0.0066480702110391825,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2021-11-01,2021-11-30,21,5012,0.004189944134078212,0.0027421893651424236,0.00639714631702489,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2021-12-01,2021-12-31,22,5009,0.004392094230385306,0.0029023374325061555,0.0066414431186444,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2022-01-01,2022-01-31,28,5054,0.00554016620498615,0.003835925314203227,0.007995497103423716,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2022-02-01,2022-02-28,32,5063,0.006320363420896702,0.004480687584794777,0.008908612114447087,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2022-03-01,2022-03-31,32,5078,0.006301693580149665,0.00446744187305112,0.008882336818478073,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2022-04-01,2022-04-30,NA,598,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
10,2022-05-01,2022-05-31,NA,597,NA,NA,NA,FALSE,TRUE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,10,Denominator cohort 10,60 to 79,Both,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2019-01-01,2019-01-31,20,2788,0.007173601147776184,0.004648648371286979,0.011054771564031719,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2019-02-01,2019-02-28,19,2779,0.006836991723641598,0.004381397306185596,0.010654119247612474,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2019-03-01,2019-03-31,18,2758,0.006526468455402465,0.0041323299465080825,0.010293356471316356,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2019-04-01,2019-04-30,15,2703,0.005549389567147614,0.0033659287891702008,0.009136265866677148,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2019-05-01,2019-05-31,19,2702,0.007031828275351592,0.00450637960632291,0.010957001917489715,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2019-06-01,2019-06-30,17,2548,0.0066718995290423865,0.004169826363258484,0.010659252727799995,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2019-07-01,2019-07-31,19,2580,0.007364341085271318,0.0047196933400721775,0.011473815235253192,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2019-08-01,2019-08-31,19,2590,0.007335907335907336,0.004701451727479841,0.011429626245079668,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2019-09-01,2019-09-30,19,2583,0.007355787843592722,0.004714206010298509,0.011460522702983004,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2019-10-01,2019-10-31,18,2570,0.007003891050583658,0.004434919808597417,0.011044455847644066,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2019-11-01,2019-11-30,17,2577,0.006596818005432673,0.004122856780900895,0.010539593208563252,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2019-12-01,2019-12-31,16,2574,0.006216006216006216,0.0038298391330184914,0.010073831590428869,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
11,2020-01-01,2020-01-31,15,2764,0.005426917510853835,0.003291584408927803,0.008935076447259058,FALSE,FALSE,1,users_hydroxychloroquine,0,period,months,TRUE,start,FALSE,5,11,Denominator cohort 11,60 to 79,Female,365,2019-01-01,2022-06-01,NA,general,FALSE,PHARMETRICS
