cohort_definition_id,cohort_name,number_records,number_subjects,reason_id,reason,excluded_records,excluded_subjects
15,Denominator cohort 15,1516,1516,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
15,Denominator cohort 15,1005,1005,5,No observation time available during study period,511,511
15,Denominator cohort 15,1005,1005,6,Doesn't satisfy age criteria during the study period,0,0
15,Denominator cohort 15,942,942,7,Prior history requirement not fulfilled during study period,63,63
15,Denominator cohort 15,458,458,8,Not Male,484,484
15,Denominator cohort 15,47,47,10,No observation time available after applying age and prior history criteria,411,411
16,Denominator cohort 16,1516,1516,1,Starting population,NA,NA
16,Denominator cohort 16,1516,1516,2,Missing year of birth,0,0
16,Denominator cohort 16,1516,1516,3,Missing sex,0,0
16,Denominator cohort 16,1516,1516,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
16,Denominator cohort 16,1005,1005,5,No observation time available during study period,511,511
16,Denominator cohort 16,1005,1005,6,Doesn't satisfy age criteria during the study period,0,0
16,Denominator cohort 16,942,942,7,Prior history requirement not fulfilled during study period,63,63
16,Denominator cohort 16,942,942,10,No observation time available after applying age and prior history criteria,0,0
17,Denominator cohort 17,1516,1516,1,Starting population,NA,NA
17,Denominator cohort 17,1516,1516,2,Missing year of birth,0,0
17,Denominator cohort 17,1516,1516,3,Missing sex,0,0
17,Denominator cohort 17,1516,1516,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
17,Denominator cohort 17,1005,1005,5,No observation time available during study period,511,511
17,Denominator cohort 17,1005,1005,6,Doesn't satisfy age criteria during the study period,0,0
17,Denominator cohort 17,942,942,7,Prior history requirement not fulfilled during study period,63,63
17,Denominator cohort 17,484,484,8,Not Female,458,458
17,Denominator cohort 17,484,484,10,No observation time available after applying age and prior history criteria,0,0
18,Denominator cohort 18,1516,1516,1,Starting population,NA,NA
18,Denominator cohort 18,1516,1516,2,Missing year of birth,0,0
18,Denominator cohort 18,1516,1516,3,Missing sex,0,0
18,Denominator cohort 18,1516,1516,4,Cannot satisfy age criteria during the study period based on year of birth,0,0
18,Denominator cohort 18,1005,1005,5,No observation time available during study period,511,511
18,Denominator cohort 18,1005,1005,6,Doesn't satisfy age criteria during the study period,0,0
18,Denominator cohort 18,942,942,7,Prior history requirement not fulfilled during study period,63,63
18,Denominator cohort 18,458,458,8,Not Male,484,484
18,Denominator cohort 18,458,458,10,No observation time available after applying age and prior history criteria,0,0
